CUSTOMER,ITEM,QUANTITY,TRANSACTIONS
cedf29321be2ca057094952121fc50ac7a711c4110e517d9d162db59bcf9c1cd,bb3ce5f621f4b58b31290e459c3a5031eafddd471ca6a7401082ecd98a906d84,2.0000,2
2355fdb60bf5a6f901a284f9f10df993c18366cad710813111527546a18c4673,a47866ecaac40095d3695ae8450f3dc83fa8b15144884631aa2946c455d7cc21,10.0000,2
f7283abf834792d60020c9d83ef4a75015871c0d6a85ce458c081fd447f9c102,7a2d229d4004712733a778470ce7d9a43bdc669d678a0d748d4a21c040096f35,6.0000,3
70ba52c8ba53c1dc5a5d728e7e491f01564d8818e594d91522dd81fb3b401b3e,3a6d26591a16b53f4024b29c0897155ee9825bdb6ae30eff19578b6be1819135,2.0000,2
51109382669a3a61a52553da68c858046106628a74eba7528d1f246e4c5a387a,3367c4fd84d01366d08266be48d6a2f5c7a9bbe56c24cf7b8eb11a1746fc6536,4.0000,1
3d18de54a8ba9f65ab8a3b02709d1f63d6dfa6a9a92462263d43a20a6b5afc54,5f4a26b105b8fcf2075202f5b7eb3baab22f2694baa9ea06dbfd48924fca079f,1.0000,1
5f39ac9bdb9ec3d55eb3ac1298a91ad3be1ab6b700b103062e1e4f23ccba66ab,f2ff372b8809071c42b5ac386dfa059d59870bcca4b1c116055d60fe169a7115,6.0000,3
252c5e4aefdb3a0e1340f3af019ef96324a92ed3f6e9c57f34a30232a22dde96,11bf1b9db44835055f1aca4118d43d2329225a46145934fa7e53286fd2b8774f,2.0000,2
76755ee81b8e201a7d479b4730a7b3add338fba43458d0b6a9d05146848d2a0d,a5362db89d997c0f49ae649af8f1f9a098e45a374d8cb112575a4dcc9b25e2cb,9.0000,2
57f03156b50e7a54a07c8e295d8f17b812862303b902fea571c34790a7784fe5,aea24662b147548b3f6f3f9d674aef210355529871465a841084ddaadcad907c,5.0000,1
ca3c0cb62aefd6c204c85e16e39e846aa8ce6e39ea29eec7fb006c6743705d15,3a6d26591a16b53f4024b29c0897155ee9825bdb6ae30eff19578b6be1819135,2.0000,2
4aea70c5339b5c6981f62e8183351dbd17afd26826530298995edc6397605db1,7451d0a9f6e7d5daa6e542b7dca2fa037765c2aa0d9baee1cb53ac9301ae2ad2,1.0000,1
788ba33cb463b36008fbd2575982d619e6b823cfe2322431a73c685a7d81de0e,41fc54805cf02db35a5101abace493b4c0473cbaeb2c4b6ec068f96a4225f215,1.0000,1
6e665d9a87eb0f94028cf97a4d19518f92134f9e51545fbbc820aaaa189958f0,8d894f2b012a4951b5b6b598e0f8ea9a783ecc000de78994441a36eac4a40e01,1.0000,1
a61814ef3d44d734b6059962f2188a488ffc94c750c42bdf256224683a0938fb,1fb1081fa74a45e18db8223e150ddf7ab1b6953b9d837a4f056f5b31df981c4c,4.0000,4
2265e3a410e4f1bcaf32e57640077f5ffc1d018907e823ccd10e1e620f4d0c29,e0ffb21202d667b346b2eaa315e9bd9b9bc82412c9a9190f10e38f2b97ad42f6,2.0000,1
c1089dfb1281824d12ab00e307de240a396e3f70da98ce60323cdfb58b27fcdd,97ae0e13ebb542da3508485dc5827320b77f24ef77bd568c96a52c618fced328,1.0000,1
b50b606af8b551f9c74440c132f6ea75aeedc66f7c4fd31ce4670554003e5352,c903a0edb4eea1d4f244541c66e3be6446d29b74ddbc021ff523b703796da1d0,8.0000,3
037b65d6b28528c3e67636b9b20f20f34a06060269d8a93a93923edb11905180,49e1dc9cbdf93b5ccbaa301ae422ae961e0d62a44af9744b5862078a1a54e148,2.0000,2
b470cb2de819547573f613dc2d4a32d6ea7831e2a2cd0b14b1e452d4dee82fc7,6129b3767ee98cc47d3dcfeb4d8c3245fa3cce074903b5b82a9e620b49eb32a3,1.0000,1
cb18b7bb685f3947395441761749e6a6940654c0070d473720e89c91d5ab6483,ae2a5a40f36969e889122c18bab856773742e03dd16ab33d623b57f73afcbac3,2.0000,2
0c69126e9abb4174e3d0813821a4c94a735ef39c9838ec875bd2fc58d53bd5b0,49a6af72364dc625b5010b9d4a0e624846faa9d5c88da6762f2e8bfbbeb5bd67,2.0000,1
60a2a18d24d1ce0d7affafdf43c7a0d2f660a2158987e9298454592af840ae58,1a88c3b60a341a171610786db5cbaa5803960218f32189435fff228b1ca8bc83,5.0000,2
d34fd002b96ff6bd35749c222201c046feec7298ba3bc2174517ea34bd255c33,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,1.0000,1
22ef92f421016fc7d2cecb8d4f3e32057194b796920c95804429261aab5d0dce,0a19e714ce4bbedb190a469b9d1451b1c01275cac6fa34dad4bb02e407e61a6f,1.0000,1
e1f64bcee84fd831849fe048aaedffc2726c9e270aa55756d6379c8d8900f7ff,a2668c9b4dca4ab9c128a08a39e8b041adcccc42138298bf125fc90ff98d4905,2.0000,1
3d18de54a8ba9f65ab8a3b02709d1f63d6dfa6a9a92462263d43a20a6b5afc54,a09a8cda2436b59e796152ecba3cf61ad0493aaac25affa3803b7ef64b22a3d5,2.0000,1
186535b924f34266f4053ad64e8bad801a6046258d19b49a468b12dee2504e35,b26906efd5c5ce7310e6500d0c87f6b0b7034160b54f390de47dd128308959a7,2.0000,1
4f13937d7ec265155678c881156a343c5a265144f9bd2b0a472dfbcaea49e039,34118ec0a6ee088e192fdf46308b702a838e52223829aa3764e8c8ab617c46e3,1.0000,1
1a547147e19eed4c0ee0db4565dd280117e8e8f1a64d36b720d1a4636b9dee90,aea24662b147548b3f6f3f9d674aef210355529871465a841084ddaadcad907c,1.0000,1
e1f64bcee84fd831849fe048aaedffc2726c9e270aa55756d6379c8d8900f7ff,1c70ee9a408a47b4dcf85e2cafb97782c313855b61cd0172c1e8e89097cc81ca,3.0000,1
b21a800e173df46a23d4f20011583013c1d12c646f4f2d660e4a1be73339ad42,5a210bc5f062bf6c3471981fc722c22fddf96c83ba1756292c7bbf164b74f084,3.0000,1
5db2e1f3ad84c96cca59b5b6c055f7da9f04e2658df6caa08c6226bcefb866ae,95e47baadc201323688ee969fa5767cd48288c8bb60ea9e4a14dc28b3fb883d2,1.0000,1
026fe0dd6d78100139b5d68ae97207bc6b9b3b9e7a4e1e7441433e8316108285,0879d270604fe348d2c5ff1610a665d66cdcc1c62e1afd62d412799dc5149ce8,1.0000,1
19b36053aaf73462876eb2c8fdacbde8aab5f84e2a83c2308373167afc35d945,d573e6b9de1435a82aa42687ce83733866bc4d6bc88055c05d3055a3e5dd638e,1.0000,1
28f7f1efedaa6eb4ac01c06492ff578cdc5d00e3b8c9c02ea0c31543984a23a6,0c2964149abd29fd2d3395a858050805eb4a24446e745d9ea6c60f5e755790d8,2.0000,1
7c8361f05dcf7ac423e2332a06ebc7361304174223e93f64ab64b7780681f783,da52acc39962220d32dbaaa6f0fb2ca3de2366343b00d0e4d2bc71ede2a53b7e,2.0000,1
eac213a0d63332037aaedefe9759ad830f2498c94e21fd8bb188ed491b8db4ad,49e1dc9cbdf93b5ccbaa301ae422ae961e0d62a44af9744b5862078a1a54e148,1.0000,1
686e19911268cb72e2f80354a4f14754bfe4f018d9534d0570632e7101d15b1e,e2c5349ff7db1878e332b58271493d35ba2823fa63d3b0a7a87d7c2185303747,10.0000,2
6d2bda969cfa1f4c1c761e361536ef9d71d780a6e5cd22ed497047a3f860a659,d8613d3eda52807b46850e290cd1f1c222b7f399d6b1e861b9e7e9695b932954,1.0000,1
4d312ff773a0a0ba0888254e3f54ede39d081ba006a9024dc76c9e1b5a44be6c,2ea1a20ee824ce672e4a8e6e0a7b429da5e641a98fb6f9d48da8d212ab9608bd,1.0000,1
240602a2345c968d1574f13dba7add7879eb7e8adaa0025e91b1f3c710ba60f1,9f3546d1dbaa4f42e58f406d7bfae1f755a647abceb737c8f61b84c26a05accd,1.0000,1
cca8729e024629c3ed1da0ca4945af68b396038a1ff7f310310a5e9f9ac705e5,58d295a9cc71686effccdca857ad965dd34a3b634c54f9aad0e04c8caeeea4aa,11.0000,2
976865c5abcd0f61200a0c014c6dbb6244a73435dda5f15f0c1fc85dc2dd7eb1,ad881021b36b024699d53d2eef2c8c88982ca76a0bb11709e07b4598f1ad424e,1.0000,1
54d6c4d7d02aece61135be477c002974bc04f01711bcc892f32ac2c2e3ed4131,26dbd8a196bd051a02f1f67b1f9e84de380c9a79b472afe1f276a69c95853e55,2.0000,2
abf2a7c84bf6103c468997faaba55a1c08354c6f68bbcee93389303c50e40f9c,5a210bc5f062bf6c3471981fc722c22fddf96c83ba1756292c7bbf164b74f084,2.0000,2
22a87f7d23d38cae9306dbfbb7cb52c4b48b58a25a4570a33a277f4625877ef2,fcdafeda1fcdd916dd255a49734a80e2e20c2ad59b09e2dc4e9fd01071074c64,8.0000,4
406ef46bb097aa1598eec71a1d30c0c6de1557d6da4a40124974d59a48b5c886,5a210bc5f062bf6c3471981fc722c22fddf96c83ba1756292c7bbf164b74f084,4.0000,3
0775d4a6626447cbb413ad9d5dcc9dff24d522f01bb35ed249109dfb3c60403a,aea24662b147548b3f6f3f9d674aef210355529871465a841084ddaadcad907c,1.0000,1
ca6b0a0e2c0cce1b7e2f07dce16fd2897a7030a855b8dbba220310fdfcab3093,8d894f2b012a4951b5b6b598e0f8ea9a783ecc000de78994441a36eac4a40e01,1.0000,1
4da0a4cc0ca54e4c2a08c1e63b7d3ccaa0c147f14bcaa4185f7476477e41cc4f,be2133e295a39286cc3eca7bddc6178db43464fd3cf5a98eb26e9a80233fee1d,2.0000,1
0b58a644af2354e0e6cd81316a865ec5f9f9db4c0b495c6624f60f883e582eb0,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,2.0000,2
32dc6f6f7e50433c80c51dcbc8c982700cb37549bc1507334fbe25a97538cb58,6ce1ea67c7c152a9275cb6254c8d0189302375d6ec3d3b4b71baa905cf069067,1.0000,1
907c47e118d0e8a13107c1f501c8ed2acb0196a24dbdd6c15b700cb33d4bf3ea,b708452353ce5dd80fdbc427de36bb44fd2b4098e14bd29c8b0557911cbbc53e,2.0000,2
ae8476747db414d951c6055b8cf22ce8833168ebc57b345a6dd95c8cc272e744,7640268136f5b274e25f4611483b26656d19c5fb7006a703a455e541e36558ec,1.0000,1
8356a8741293c67e0843e3f7dec6a26541972b2da4b8fb409efe04bdd47b3a48,be2133e295a39286cc3eca7bddc6178db43464fd3cf5a98eb26e9a80233fee1d,4.0000,1
6bb3ad7ef37336f5a1059b975546c9bb68b4533be05d583dbc5ada982ab5eda3,be2133e295a39286cc3eca7bddc6178db43464fd3cf5a98eb26e9a80233fee1d,18.0000,4
b4621c7b7d812cefd73a8eb2dfe1a98aa0c8099a0d3ca96e71357dff04a13038,7eaeef54a7423fe503f27b9783b29ff3f6bb358043576c35fa39a0de50c900e7,5.0000,3
b6d5a5a79df36fc6c55ff6de3af0a0e4831144a3c27e7a6209f017421b3b18ea,14a97d22f1379cae45966267639bb1b8c95aecf1e5a15c6a1067bf784ec36206,2.0000,2
37a74b84a3de3cdace930bc5439a4dce88135389f5d444cda2953865b71556fd,58d295a9cc71686effccdca857ad965dd34a3b634c54f9aad0e04c8caeeea4aa,20.0000,4
a66185b92696bd7db5f35afb06689fa62c0ea26e98b731c9d0083195da5af1a7,232247fa7953669d85b54088b2f236766342d1ce96f978496e46a7d55e87e747,11.0000,3
bbaf693accd7d351fa7d684aadb5369cbc9fcfb8497a45f7408d86559c04bb95,43e6aa69a4ad0b1ed6756a1e1b8e4c2b31dc034b72361ee441a781454edca102,1.0000,1
74208cddb77b4c0614e7e2c9c18e179f72c42197d7292ab363aeb6aecd03e9f9,394add7c80c8885edd2682212c672532c2ff470107bcb6ca5933293a21e6a3e1,1.0000,1
625e5e64b8236388cb27bc56f71b4eb9f6a2fb9f5abfb1ba1bfe37d2077637cb,7ecbb9b340a3d212aee6d2dc8083d114b20ee9a80555842fe88bf349e4ab663f,1.0000,1
0670c90db60e085c6512871c5a158495aa0bd6d90f6af629fd36685c418e4c83,f2ff372b8809071c42b5ac386dfa059d59870bcca4b1c116055d60fe169a7115,8.0000,5
b136a5e7d92d8f92237a883d242e59a98629735b3a5809b4b86fd1d45edbd03b,2766f4e25ba6494a8c044a4884a566fd2f9609fa16a1f3d43d667f0a267a7e38,3.0000,3
d1a8f01156fc17d7f7a3d3b16618a518f7bd78ede6230e258afaf52b58529620,95d7d0377fbe240a55520e7344206420448fb0edefacfa39c313cb39535ce032,5.0000,5
abf2a7c84bf6103c468997faaba55a1c08354c6f68bbcee93389303c50e40f9c,c903a0edb4eea1d4f244541c66e3be6446d29b74ddbc021ff523b703796da1d0,2.0000,2
008560082ab6a8f8d71b4f38d78d1f5c584c1564a0231fd8be5d243bbd7e6881,011b0da93c663d6b960560cd25c3e069bcb52d9bbe3c3fa798625a56994a0166,1.0000,1
dcf95322d0402cf5aab5c017b86de1bd1bab70d3402e1d8dd7aba50947f7af03,09348b55168d0c47bb617f928ba53196a8c1e83b0398b3d29d6ef476f0957d3c,2.0000,2
4aea70c5339b5c6981f62e8183351dbd17afd26826530298995edc6397605db1,bb3ce5f621f4b58b31290e459c3a5031eafddd471ca6a7401082ecd98a906d84,2.0000,2
afce95966667a1b6ae4220a6e1de01a10954f855dc83d9a8b9fc202958128830,08227d929899692968c7953baa19202a30ee27e168435268ae6ad08ce6cadd24,1.0000,1
f4d665ef126a8f4049385bbaf643c853767918d087ef32db20436cda75c03122,be2133e295a39286cc3eca7bddc6178db43464fd3cf5a98eb26e9a80233fee1d,12.0000,3
09aeeb1a0039cf4c6d250f64b97f108f2c6f0ba34dc0ea643236c1832f320baa,0e256d9b54e4435ba9b5f6602954895ed0359af2fbc049754df011e350a176cd,5.0000,1
50cd3950e19047bb9d493b61f0d8cb1c49431172a3492a5b22cceacee27d0bf0,863d645f27d53cec086227fbce3121ccfa340061e23929c96bcc1d720fdff1cb,6.0000,1
50dd9c72918af81fe096850edb552158d0572ef230b8422160d842f129b4d902,2fabe7a0a9c1aed9eb9cb232b53428a6fe1f82bdfc74d2837e9a6a7dbeadfd9a,1.0000,1
ac326ad87945b460570433d357333143317e652ab3933a732b0f273bf0f6ac5a,a2668c9b4dca4ab9c128a08a39e8b041adcccc42138298bf125fc90ff98d4905,1.0000,1
46c127ead4085970ccd1b81b25d55a67993dd5ce1486856bda694f21dcfed9b7,803419a86fae10720ab0b85d092036687e237ef121cf90bc058819938d89d097,1.0000,1
d668b35cda3476167d3d7d8c6ff325d39a84bbf8cc5c467d38b81aacdc3497ce,ee9af63abbc01197bd4dddcbf530cf3a9a332f5afdeca532a9d6a7e1f91bf32d,1.0000,1
11ce1d4d00a10811425f5b25643d3d0eaae664a0be87ae6f13f0052f53457c8b,68563a18f2e418bb76e8119985c5f2ebe758cae9eaaeed342e3ad0aaba88c3a6,2.0000,2
cca8729e024629c3ed1da0ca4945af68b396038a1ff7f310310a5e9f9ac705e5,b708452353ce5dd80fdbc427de36bb44fd2b4098e14bd29c8b0557911cbbc53e,2.0000,2
4470c58822fd0bb64c05fb664c3885cc2cd3c9236057334520dbf785b2499bc5,1c70ee9a408a47b4dcf85e2cafb97782c313855b61cd0172c1e8e89097cc81ca,1.0000,1
c7e33b585c811acffbc5de7e269bde23b2c6c08b021f1885a143a7b3609d70d0,3367c4fd84d01366d08266be48d6a2f5c7a9bbe56c24cf7b8eb11a1746fc6536,4.0000,2
e973980657d34f279443d09b276ee8a0bf34ec348d2411dbd2726d8da497f99b,ced3ec3469987b8a868d07924502eed6ce26f18a49a88a563689823a2f5fd3fd,1.0000,1
616ca259f4566bee4cab35c0fbc7ff86a53382e50789066cf96ac9d8710c259f,3a6d26591a16b53f4024b29c0897155ee9825bdb6ae30eff19578b6be1819135,9.0000,7
c25fc11262c06d90f8c1b37c6ae562e721f86c933b42d159ad0aa51a4f6ca5d0,590964eda5206a93ab071b963fb4dddffd156283c8ea18262fd720daf78c4a71,1.0000,1
e3d6ded46ea461254a2f0e3d4f09ec13553bdef64617221f9156b88a726ddc26,d573e6b9de1435a82aa42687ce83733866bc4d6bc88055c05d3055a3e5dd638e,7.0000,1
fe776a6bbc0e8e30f79d67ea53b7dc18107197e14639ba1f5eae14462e6f7994,95e47baadc201323688ee969fa5767cd48288c8bb60ea9e4a14dc28b3fb883d2,4.0000,2
